r, offset_x, offset_y, offset_z
0.005, -0.00969932, 0.0260738, 0.0798847
0.005, 0.000300676, 0.0160738, 0.0898847
0.005, 0.000300676, 0.0260738, 0.0898847
0.005, 0.000300676, 0.0360738, 0.0998847
0.005, 0.0103007, -0.0239262, 0.0698847
0.005, 0.0103007, -0.0139262, 0.0798847
0.005, 0.0103007, -0.0139262, 0.0898847
0.005, 0.0103007, -0.00392618, 0.0798847
0.005, 0.0103007, -0.00392618, 0.0898847
0.005, 0.0103007, -0.00392618, 0.0998847
0.005, 0.0103007, 0.00607382, 0.0798847
0.005, 0.0103007, 0.00607382, 0.0898847
0.005, 0.0103007, 0.00607382, 0.0998847
0.005, 0.0103007, 0.0160738, 0.0798847
0.005, 0.0103007, 0.0160738, 0.0898847
0.005, 0.0103007, 0.0160738, 0.0998847
0.005, 0.0103007, 0.0160738, 0.109885
0.005, 0.0103007, 0.0260738, 0.0898847
0.005, 0.0103007, 0.0260738, 0.0998847
0.005, 0.0103007, 0.0260738, 0.109885
0.005, 0.0103007, 0.0360738, 0.0998847
0.005, 0.0103007, 0.0360738, 0.109885
0.005, 0.0103007, 0.0460738, 0.0998847
0.005, 0.0103007, 0.0460738, 0.109885
0.005, 0.0103007, 0.0560738, 0.109885
0.005, 0.0103007, 0.0560738, 0.119885
0.005, 0.0103007, 0.0660738, 0.119885
0.005, 0.0203007, -0.0439262, 0.0698847
0.005, 0.0203007, -0.0339262, 0.0698847
0.005, 0.0203007, -0.0339262, 0.0798847
0.005, 0.0203007, -0.0239262, 0.0698847
0.005, 0.0203007, -0.0239262, 0.0798847
0.005, 0.0203007, -0.0239262, 0.0898847
0.005, 0.0203007, -0.0139262, 0.0698847
0.005, 0.0203007, -0.0139262, 0.0798847
0.005, 0.0203007, -0.0139262, 0.0898847
0.005, 0.0203007, -0.0139262, 0.0998847
0.005, 0.0203007, -0.00392618, 0.0798847
0.005, 0.0203007, -0.00392618, 0.0898847
0.005, 0.0203007, -0.00392618, 0.0998847
0.005, 0.0203007, -0.00392618, 0.109885
0.005, 0.0203007, 0.00607382, 0.0798847
0.005, 0.0203007, 0.00607382, 0.0898847
0.005, 0.0203007, 0.00607382, 0.0998847
0.005, 0.0203007, 0.00607382, 0.109885
0.005, 0.0203007, 0.0160738, 0.0898847
0.005, 0.0203007, 0.0160738, 0.0998847
0.005, 0.0203007, 0.0160738, 0.109885
0.005, 0.0203007, 0.0260738, 0.0998847
0.005, 0.0203007, 0.0260738, 0.109885
0.005, 0.0203007, 0.0360738, 0.0998847
0.005, 0.0203007, 0.0360738, 0.109885
0.005, 0.0203007, 0.0460738, 0.109885
0.005, 0.0203007, 0.0460738, 0.119885
0.005, 0.0203007, 0.0560738, 0.0998847
0.005, 0.0203007, 0.0560738, 0.109885
0.005, 0.0203007, 0.0560738, 0.119885
0.005, 0.0203007, 0.0560738, 0.129885
0.005, 0.0203007, 0.0660738, 0.0998847
0.005, 0.0203007, 0.0660738, 0.109885
0.005, 0.0203007, 0.0660738, 0.119885
0.005, 0.0203007, 0.0760738, 0.0998847
0.005, 0.0203007, 0.0760738, 0.109885
0.005, 0.0203007, 0.0760738, 0.119885
0.005, 0.0203007, 0.0860738, 0.119885
0.005, 0.0303007, -0.0439262, 0.0698847
0.005, 0.0303007, -0.0439262, 0.0798847
0.005, 0.0303007, -0.0439262, 0.0898847
0.005, 0.0303007, -0.0339262, 0.0698847
0.005, 0.0303007, -0.0339262, 0.0798847
0.005, 0.0303007, -0.0339262, 0.0898847
0.005, 0.0303007, -0.0239262, 0.0698847
0.005, 0.0303007, -0.0239262, 0.0798847
0.005, 0.0303007, -0.0239262, 0.0898847
0.005, 0.0303007, -0.0239262, 0.0998847
0.005, 0.0303007, -0.0139262, 0.0698847
0.005, 0.0303007, -0.0139262, 0.0798847
0.005, 0.0303007, -0.0139262, 0.0898847
0.005, 0.0303007, -0.0139262, 0.0998847
0.005, 0.0303007, -0.0139262, 0.109885
0.005, 0.0303007, -0.00392618, 0.0698847
0.005, 0.0303007, -0.00392618, 0.0798847
0.005, 0.0303007, -0.00392618, 0.0898847
0.005, 0.0303007, -0.00392618, 0.0998847
0.005, 0.0303007, -0.00392618, 0.109885
0.005, 0.0303007, 0.00607382, 0.0798847
0.005, 0.0303007, 0.00607382, 0.0898847
0.005, 0.0303007, 0.00607382, 0.0998847
0.005, 0.0303007, 0.00607382, 0.109885
0.005, 0.0303007, 0.0160738, 0.0798847
0.005, 0.0303007, 0.0160738, 0.0898847
0.005, 0.0303007, 0.0160738, 0.0998847
0.005, 0.0303007, 0.0160738, 0.109885
0.005, 0.0303007, 0.0160738, 0.119885
0.005, 0.0303007, 0.0260738, 0.0898847
0.005, 0.0303007, 0.0260738, 0.0998847
0.005, 0.0303007, 0.0260738, 0.109885
0.005, 0.0303007, 0.0260738, 0.119885
0.005, 0.0303007, 0.0360738, 0.0998847
0.005, 0.0303007, 0.0360738, 0.109885
